Genus,lfc_(Intercept),lfc_CompartmentRoot,lfc_Distance,lfc_CompartmentRoot:Distance,se_(Intercept),se_CompartmentRoot,se_Distance,se_CompartmentRoot:Distance,W_(Intercept),W_CompartmentRoot,W_Distance,W_CompartmentRoot:Distance,p_(Intercept),p_CompartmentRoot,p_Distance,p_CompartmentRoot:Distance,q_(Intercept),q_CompartmentRoot,q_Distance,q_CompartmentRoot:Distance,diff_(Intercept),diff_CompartmentRoot,diff_Distance,diff_CompartmentRoot:Distance
Skermanella,0.27849269596736687,-0.7454101857069301,0.009494016397527196,0.0019604860574890946,0.1524929295981689,0.23213764390524144,0.0053956672338716476,0.0078019138457915815,1.8262662846154079,-3.211069834116204,1.7595629949022613,0.2512827104014482,0.06781016116393926,0.0013224179390795218,0.07848193047849196,0.8015955415091529,0.10500191009740173,0.0026908902342463905,0.28096427131201956,0.960337755245797,FALSE,TRUE,FALSE,FALSE
Dongia,-0.6329342026761328,1.5320100093302755,0.004761127107638017,-0.00592790455595725,0.19673059775031382,0.2956901665374919,0.007111668347611767,0.010265302742294483,-3.2172636585969157,5.1811327622761,0.6694810380516258,-0.5774700176677161,0.0012941960566723901,2.2054244382850684e-7,0.503188672589891,0.5636219869593575,0.002984293417061211,7.843639958770373e-7,0.8611053016287256,0.9244763054316048,TRUE,TRUE,FALSE,FALSE
Stella,0.24439232855515763,-0.39543141390094577,0.01175308947108435,-0.014993388606908013,0.16732512103675826,0.25344316769697317,0.005971237903459971,0.008628136336143143,1.460583605383851,-1.5602370247113524,1.9682835722010248,-1.7377319994470786,0.14412974819016497,0.11870387914685422,0.04903541905481956,0.08225804752075162,0.19649689003259158,0.159703574246919,0.2025806706406182,0.4806220205141059,FALSE,FALSE,FALSE,FALSE
Inquilinus,-0.2490656505341756,0.8407467683843207,4.8841634005248795e-5,-7.2658697141377e-4,0.15329065165233363,0.2332836762833224,0.005426619936943121,0.007846346100526435,-1.6247934746801236,3.603967417605491,0.009000378610034346,-0.09260195282043716,0.10420657191499846,3.133963611433715e-4,0.9928188338197044,0.9262197922903127,0.14954557162538376,6.966256071067335e-4,0.9996192040310683,0.9738403471638507,FALSE,TRUE,FALSE,FALSE
Geminicoccus,-0.1825108809416152,0.3505550169864289,0.010089795432528028,-0.005668383545510504,0.18581363517872793,0.2800025937776417,0.006688452033066808,0.009657724065681744,-0.9822254473739996,1.2519706059037972,1.5085397013607087,-0.5869274693457883,0.32598879353054594,0.21058057493791343,0.13141645358684018,0.5572524201437943,0.39446572944968433,0.2666291865840637,0.3894878950508524,0.9244763054316048,FALSE,FALSE,FALSE,FALSE
Acidisoma,0.03724520395799133,0.03553366833058433,0.010517012404427662,-0.01263592053370376,0.13208454419299406,0.20279523299472813,0.004604681218445036,0.006666369746344201,0.2819800316952365,0.17521944577221923,2.28398273528676,-1.895472500701484,0.7779588216715968,0.8609072051828173,0.022372545616387816,0.05802983156107287,0.8437425379698659,0.88692958921857,0.11883598905328074,0.4225165895331452,FALSE,FALSE,FALSE,FALSE
Roseomonas,-0.3686533734009242,0.3490351932916885,0.020833095426881165,-0.010614803736562073,0.19406779022919124,0.29186331564103557,0.0070084614776844655,0.010117133982645465,-1.8996113315123027,1.1958857951198256,2.9725633069705104,-1.049190784146013,0.057484144067406026,0.23174112915893127,0.0029532429989672037,0.29409031936199803,0.09251487987382552,0.28809155570213646,0.027451736058581505,0.7379321510371607,FALSE,FALSE,TRUE,FALSE
Dankookia,0.022185916611601922,0.3227803242788407,6.232019542733363e-4,-0.0037258963046513634,0.12515319247017237,0.1928080934077007,0.004336954368170147,0.006281916419699505,0.17727008135960629,1.6741015305633895,0.143695760058522,-0.5931145936560537,0.8592962502051711,0.0941106470303658,0.8857407194348179,0.553104464456868,0.9059763785469267,0.13003802241695814,0.9995885239751118,0.9244763054316048,FALSE,FALSE,FALSE,FALSE
Defluviicoccus,1.3852254370900474,-2.0802850063882055,-0.010889091684357317,0.001807360047652946,0.21445723688314852,0.32117349729533484,0.0077983583970303895,0.011251193035488442,6.459215166727231,-6.477137820856,-1.3963312699893196,0.1606371912695998,1.0524737985270234e-10,9.347880394401963e-11,0.16261476149965737,0.8723791608739917,7.421754889612976e-10,4.6063651582053045e-10,0.44777081835492993,0.9614983139891066,TRUE,TRUE,FALSE,FALSE
Arboricoccus,0.26345823505574656,-0.13759380209685437,-3.8060881678886034e-4,-0.0033144285639226966,0.15234051768837317,0.23191868047970904,0.005389753560982922,0.007793424825128146,1.7294035694080752,-0.5932846884617071,-0.07061710938773409,-0.4252852421487492,0.0837368916351546,0.5529906440643885,0.9437024930855057,0.6706287504583122,0.12545197318233786,0.616275676900095,0.9996192040310683,0.9458327792878952,FALSE,FALSE,FALSE,FALSE
Sphingomonas,-0.4832644792513882,0.8691133696589757,0.009911668519650382,-8.206040875136983e-4,0.1269856242423126,0.195450205127325,0.004407651273558227,0.006383446012764989,-3.8056629018827213,4.4467252878695955,2.248741541580455,-0.12855189593093366,1.4142489451662054e-4,8.718922134155906e-6,0.02452894455990608,0.8977122318531422,4.1915059316882463e-4,2.4258769747413373e-5,0.1269916243671087,0.965353159845825,TRUE,TRUE,FALSE,FALSE
Rhizorhabdus,-0.29752621589855055,0.19297642577534088,0.003749188907374855,0.024702013727551077,0.18236228361441423,0.275043924789784,0.006554606577239667,0.009465578522990166,-1.6315117907145662,0.7016203899898269,0.5719929736734476,2.6096676148799975,0.10278237400165051,0.48291593228753205,0.5673267348197841,0.009063023453997569,0.1485441376914313,0.5471263609573425,0.8958943418582691,0.1487532333652453,FALSE,FALSE,FALSE,FALSE
Parablastomonas,-0.8531055363282296,3.064703434450867,-1.5819012185529766e-4,-0.043468653508174464,0.21217507442092984,0.31789197330087593,0.0077099887779883015,0.011124315221809485,-4.020762281604156,9.640707195680623,-0.02051755539604985,-3.9075352182535363,5.8010121472496384e-5,5.381593258869868e-22,0.9836305078432005,9.324245359721476e-5,1.883026958908811e-4,5.7922937970467795e-21,0.9996192040310683,0.008394205197812381,TRUE,TRUE,FALSE,TRUE
Sphingorhabdus,-0.24282556925300297,0.4657111316892135,0.0039548844519418,0.007272096657847029,0.2147029381438532,0.32152680474501805,0.007807871779550292,0.011264852071567268,-1.130983913644942,1.4484364128164637,0.5065252816138828,0.6455563385694126,0.2580618621599632,0.14749503738522426,0.6124879463737223,0.5185667211190353,0.32880779321939235,0.19273313191871158,0.9058220162480508,0.9025267614369593,FALSE,FALSE,FALSE,FALSE
Sphingobium,-1.3097367170121212,2.4863417334177327,-7.516046986363599e-4,0.02480524832799639,0.20378799888331045,0.3058341029421297,0.007385133682140588,0.010657911321071887,-6.42695705433606,8.129707280839774,-0.10177265991189297,2.327402394402891,1.3018358046962927e-10,4.303283177743711e-16,0.9189371271751638,0.019943858447975304,8.874180735346394e-10,3.259338554994774e-15,0.9995885239751118,0.22764856743453213,TRUE,TRUE,FALSE,FALSE
Stakelama,-0.29274192689646056,0.9505548590742466,0.002032790715206896,-0.0056508710492525665,0.16160596574792774,0.24522837073396375,0.005749300615533773,0.008309548157726101,-1.8114549518121015,3.8762026442097803,0.35357182571295565,-0.6800455261816452,0.07007045628518616,1.0609933102008449e-4,0.7236597919585828,0.4964756348209015,0.10693588291284006,2.522943394605497e-4,0.9591000911448186,0.8907420085391491,FALSE,TRUE,FALSE,FALSE
Allosphingosinicella,-0.7884640120234538,1.051833945483101,0.024582811692657924,-0.011088510235015456,0.2285002619285537,0.34137087406444705,0.00834190116801551,0.012031618674767578,-3.4506044123047297,3.0812058830904427,2.946907569093873,-0.9216141680312736,5.593327613991594e-4,0.00206164042244134,0.003209691289554253,0.3567298656239214,0.001394921337879611,0.004073482767045933,0.0291725274983931,0.8106477096306577,TRUE,TRUE,TRUE,FALSE
Croceibacterium,-0.03152057131504104,0.14339522614434416,-9.685707123209059e-4,0.012326779296762132,0.12754932527293575,0.19626269103214108,0.004429412573247114,0.0064146964184667804,-0.24712456336081678,0.7306290634772808,-0.21866798278645472,1.9216465585612916,0.8048118243564242,0.46500575481951467,0.8269086914307743,0.05465024595768302,0.8639581001621456,0.5282982047810597,0.9995885239751118,0.4225165895331452,FALSE,FALSE,FALSE,FALSE
Erythrobacter,-0.08298950828309015,-0.3585505590518565,0.017400739618844092,0.0016264107765910603,0.17970991803371278,0.2712334389937253,0.006451731983226289,0.00931789589046674,-0.461797040425569,-1.3219260883985295,2.6970648601156837,0.1745470002787928,0.6442268734575711,0.18619276417632094,0.0069953643595797215,0.8614355967512684,0.7179531096570752,0.23797762671286019,0.048962039776527876,0.9614983139891066,FALSE,FALSE,TRUE,FALSE
Novosphingobium,-1.850414068286397,3.6504197193645083,0.01597300087831798,-0.011531461687889818,0.1500129794023479,0.22857464196931473,0.005299449190199212,0.007663793265708836,-12.335026446767817,15.970361751040446,3.0140869937687875,-1.50466763495391,5.866965753519187e-35,2.0559007029468087e-57,0.0025775388574003,0.13240954799475094,3.999314988648913e-33,1.4014389791754081e-55,0.026081053032222874,0.5583041765964241,TRUE,TRUE,TRUE,FALSE
Altererythrobacter,-0.600299711390408,0.8946899787813397,0.009314900831321192,0.009918035457283295,0.17960541427279117,0.27108330926188035,0.00644767845916441,0.009312076845833038,-3.3423252512791803,3.300424438588447,1.4446906573142546,1.0650723379416065,8.307964852498449e-4,9.653870589233885e-4,0.148544795308618,0.2868431960119234,0.002046962424501124,0.0020042807466988115,0.4278508540931321,0.7332429198054791,TRUE,TRUE,FALSE,FALSE
Sphingopyxis,-1.3100036892559406,2.8316214680171674,0.011108935744435014,-0.01463541337461218,0.1574147885165941,0.23920811172080686,0.005586654397249732,0.008076072785777681,-8.32198614628793,11.837480960186296,1.988477352367431,-1.8121943378699839,8.650142325542137e-17,2.498447775530419e-32,0.04675892133194934,0.0699561736520875,1.1412607132731399e-15,4.087460560767765e-31,0.1992124877579925,0.4401857695954429,TRUE,TRUE,FALSE,FALSE
Tumebacillus,0.9015482354384716,-1.80401038314722,0.0028427630860935623,0.005568750179917837,0.23815157926127567,0.35525666439103737,0.008715240209856633,0.012567689442174929,3.7856067897386674,-5.078047969176206,0.3261829872317801,0.4431005560361877,1.5333396845692096e-4,3.8133242982297563e-7,0.7442859123357481,0.6576930030285486,4.5117692876892566e-4,1.2889666429553475e-6,0.9602931802691513,0.9458327792878952,TRUE,TRUE,FALSE,FALSE
Magnetospirillum,0.10971305318544229,0.014807416404923236,0.002220512423286961,-0.001364733420787529,0.10623513177353923,0.16537803866083295,0.0036142765551019094,0.005243198058449086,1.0327379592215966,0.08953677601226823,0.614372583125242,-0.2602864521946384,0.3017265443466153,0.9286553279078416,0.5389691488211258,0.7946428221324859,0.37282826778781164,0.9355173130894265,0.871791287447726,0.955908571329961,FALSE,FALSE,FALSE,FALSE
Micropepsis,1.5297915937928437,-2.812738847342867,-0.004376010489329874,0.007664146107309249,0.12192144779921149,0.18814430441294563,0.0042124558590648925,0.0061030992368412565,12.547354230177845,-14.949901651922294,-1.0388264318338254,1.255779368790984,4.1101484042695026e-36,1.5597937018847948e-50,0.2988854661430802,0.20919597369607068,4.202626743365567e-34,7.08839582300979e-49,0.6345433030420548,0.664622884138441,TRUE,TRUE,FALSE,FALSE
Asprobacter,0.1671966721686725,-0.1876337741577634,0.005142319007786317,-0.0036322181682401046,0.14176038191928902,0.21671424030785263,0.004979396548525936,0.007204345618164136,1.1794315866323328,-0.8658119276851438,1.0327193180283283,-0.5041704494412766,0.23822636364265667,0.3865933070828643,0.3017352704441366,0.6141416042076899,0.30833728711976766,0.45698457397945524,0.6345433030420548,0.9394536664698028,FALSE,FALSE,FALSE,FALSE
Rubellimicrobium,-0.26213248393412414,0.6764424332587813,0.001123032169047325,0.005516727020921043,0.16010130080726603,0.2430670875478024,0.005690909008611126,0.008225728140376155,-1.637291406205911,2.782945400313606,0.19733792393236707,0.6706673168350987,0.10156959570872631,0.005386787052831156,0.8435631037907281,0.5024324879891142,0.1473119313647839,0.00996921223804499,0.9995885239751118,0.8907420085391491,FALSE,TRUE,FALSE,FALSE
Asticcacaulis,-1.152355193430404,2.2087198124728813,-4.721787886332344e-4,0.022164434025644275,0.15347578822782257,0.2335496447809653,0.005433803626733426,0.007856658194033207,-7.5083842652746275,9.457174788445219,-0.08689655001704367,2.8211019848715333,5.986157496136043e-14,3.163756397659563e-21,0.9307537418360698,0.004785898525832775,6.389988745357106e-13,3.234940916606903e-20,0.9996192040310683,0.1030227630034529,TRUE,TRUE,FALSE,FALSE
Blastocatella,-0.9200127376830958,1.424443736867107,0.019247174227445655,-0.004658897033669957,0.18391156834472588,0.27726978426416593,0.006614691425090078,0.009551834646415304,-5.002473449405932,5.137392596338528,2.909761467396576,-0.487748920090277,5.659937916776425e-7,2.7857658440515375e-7,0.0036170469573663234,0.6257276961680419,2.601027649395009e-6,9.738275471940844e-7,0.032160265338322315,0.9451690736374211,TRUE,TRUE,TRUE,FALSE
Aridibacter,-0.33807337899953926,0.60709959859673,0.011290680837827909,-0.005287434045026298,0.17872211177798433,0.269814372161381,0.00641341593460935,0.009262891303215401,-1.8916147287891683,2.2500639744780253,1.7604784958510007,-0.5708189669882973,0.05854233202240245,0.02444488454703975,0.07832671045621344,0.5681223645478859,0.09316659065043814,0.039054522577106475,0.28096427131201956,0.9244763054316048,FALSE,TRUE,FALSE,FALSE
Stenotrophobacter,0.4910429088067675,-0.84844611838871975,0.003107272862348527,2.168025948638358e-4,0.13985239622443832,0.21397096808850546,0.004905446604971726,0.0070981828576270585,3.5111511998602483,-3.965239424620327,0.6334332248564831,0.030543393881559355,4.4617054917060056e-4,7.332231246230656e-5,0.5264507739844528,0.975633686197538,0.0011264429296961459,1.7957380716816397e-4,0.8717342775693976,0.9975854441369826,TRUE,TRUE,FALSE,FALSE
Enhygromyxa,0.5054820613695586,-1.0121127443969957,0.013544051137101344,-0.0151984241760733,0.14248412809508304,0.21775469224620622,0.005007453182928205,0.007244623203079158,3.5476376781576575,-4.647949185189735,2.704778385802341,-2.0978902214836466,3.8870253753159014e-4,3.3525147088888388e-6,0.006834997173970102,0.03591484402143588,9.99870049373713e-4,1.030961290177094e-5,0.048962039776527876,0.33384480010834716,TRUE,TRUE,TRUE,FALSE
Labilithrix,0.7002311373404063,-0.6242280377145888,0.0038298714631313114,-0.030183895783115172,0.19123250278052403,0.2877888917109791,0.006898553845859256,0.009959347217186863,3.6616742821384074,-2.1690484090730267,0.5551701920004769,-3.0307102589039943,2.505723111231075e-4,0.0300790088713251,0.5787782553703791,0.002439792488526355,6.742373371667827e-4,0.04695539934493117,0.9021336897050348,0.08060867888523286,TRUE,TRUE,FALSE,FALSE
Minicystis,0.9261382758904686,-1.6577712178357762,0.009680231461742359,-0.017089553034560973,0.1612866268888403,0.24476967857909956,0.005736908021849647,0.008291758822080723,5.742188882955365,-6.772780139514103,1.6873604082328197,-2.0610287155304094,9.34604871747246e-9,1.263308630919555e-11,0.09153407187171368,0.03930030063583666,5.029649901902943e-8,6.710301688910363e-11,0.3227365120304388,0.3494309339142868,TRUE,TRUE,FALSE,FALSE
Sorangium,0.5493230217394989,-0.36503709621106584,-0.0155761974354814,0.011757162644841595,0.13958370862890276,0.2135846071771617,0.004895034649493907,0.007083235219693674,3.9354379328029534,-1.709098333609215,-3.1820402817969446,1.6598577175798,8.304512495818983e-5,0.08743273621756473,0.0014624147719273105,0.09694307925775013,2.592782908999973e-4,0.12122030207791176,0.017591989462302057,0.5101070570784694,TRUE,FALSE,TRUE,FALSE
Polyangium,0.9896349796554553,-1.9320016298263978,0.008984093722756123,-0.009345264248019512,0.13384560981865778,0.20533014048954085,0.004672815771378091,0.006764197392611544,7.393854613507856,-9.40924515621617,1.9226295583458375,-1.3815776958589703,1.42632363218291e-13,4.997126424460223e-21,0.054526589119034685,0.16710140630965503,1.4228447940556347e-12,4.9849383112298326e-20,0.2103903297140112,0.6326326247466644,TRUE,TRUE,FALSE,FALSE
Chondromyces,-0.03469938420803897,0.5787394854383583,-0.0024650783847779217,-0.0035339423342429194,0.12958989038556243,0.19920280698979825,0.004508233545396675,0.006527882227868918,-0.2677630492995989,2.9052777628178563,-0.546794738993723,-0.5413612272531155,0.7888817147965597,0.0036692731755780966,0.5845197578941468,0.5882586263353231,0.8513261777092161,0.007012769760801129,0.9021336897050348,0.9361781251795609,FALSE,TRUE,FALSE,FALSE
Aggregicoccus,0.8249950950673441,-1.3858810641805408,-1.449658411721381e-4,1.8973580956030476e-4,0.16794389534576656,0.2543319567149959,0.005995248807533838,0.008662603898395996,4.9123255916437225,-5.449103140953527,-0.02418012093008867,0.021902861054911796,9.000243184651526e-7,5.062445041633281e-8,0.9807089346942297,0.982525442531789,4.001195067959211e-6,1.9909038673346268e-7,0.9996192040310683,0.9996178505132127,TRUE,TRUE,FALSE,FALSE
Stigmatella,0.2898561958553913,-0.49083689187713314,0.0065972255399688925,-0.004386910165506176,0.18884727837712623,0.28436146338682705,0.006806080245001816,0.009826590807800958,1.5348709197521566,-1.7261020042277324,0.9693135112260394,-0.44643256764325373,0.12481553795624462,0.08432906334004119,0.3323887900257876,0.6552848120440153,0.17603294835897948,0.11771531367261721,0.6599369666045977,0.9458327792878952,FALSE,FALSE,FALSE,FALSE
Archangium,1.2610205298238326,-3.0379746621441854,0.014905242718829663,0.0026624212026658324,0.15176928666087605,0.23109800696965774,0.005367589817827851,0.007761608952391789,8.308799214702415,-13.145828049235663,2.776896749696402,0.34302439339531404,9.667534078754086e-17,1.7982609916652892e-39,0.005488060960133605,0.7315801090028123,1.2356316994407566e-15,3.870993397847912e-38,0.04235126288103103,0.9458327792878952,TRUE,TRUE,TRUE,FALSE
Cystobacter,0.06772844018943008,-0.12760292404955187,0.008824659227569448,-0.004754223188217801,0.16121566482392485,0.24466774988133447,0.005734154193489023,0.00828780575383635,0.4201107892548851,-0.5215355277164243,1.5389644104076603,-0.573640759620496,0.6744045212209591,0.601993762855498,0.12381298499214195,0.5662109237843472,0.7454904031874926,0.6618694865803727,0.3787188925835031,0.9244763054316048,FALSE,FALSE,FALSE,FALSE
Myxococcus,-0.040398196355019636,-0.5012304608852117,0.02174648821364124,-0.004831964908425405,0.17037412684270403,0.2578227027099316,0.0060895480130610195,0.008797970574452744,-0.23711462006385986,-1.9440897004680413,3.5711169641817118,-0.5492135791470256,0.8125678705830508,0.05188463506787129,3.5546210198643554e-4,0.5828588865888278,0.8700006781897063,0.07801770493661528,0.006326999683053348,0.9312081430266819,FALSE,FALSE,TRUE,FALSE
Phaselicystis,0.8891566214936987,-0.9565953935614157,-0.017086265103777684,0.010023636146254988,0.15170934090332633,0.23101188332066205,0.005365263958960375,0.007758270197839537,5.860922051334304,-4.140892580117138,-3.184608480490955,1.2919936906871705,4.603040269103756e-9,3.459569573967992e-5,0.0014494997111239145,0.1963593295729783,2.5441127973830216e-8,8.843524723455679e-5,0.017591989462302057,0.664622884138441,TRUE,TRUE,TRUE,FALSE
Aetherobacter,0.44862454778378835,-0.5352603335713396,-0.0024738821295180857,0.0016607053890950333,0.17441834840657372,0.2636319442542431,0.006246459394090834,0.0090232192597143,2.5721178527504045,-2.030331851799954,-0.3960454992885064,0.1840479923290278,0.010107847696635218,0.042322818638967134,0.6920714630723481,0.8539758055070408,0.01978042922451581,0.06483158360800584,0.948461394436235,0.9614983139891066,TRUE,FALSE,FALSE,FALSE
Anaeromyxobacter,1.1684895380336742,-2.2563841291595272,0.007814648891568226,-0.008916561930277768,0.16371435866950101,0.24825680294997973,0.005831120573395649,0.00842699933093311,7.137367470574569,-9.088911571998924,1.340162459891908,-1.0580945340232333,9.51352711120022e-13,1.0003543907955298e-19,0.18019253332438803,0.29001234613363747,8.278792741448703e-12,9.51499874035748e-19,0.47856328655632924,0.7367394383146442,TRUE,TRUE,FALSE,FALSE
Pyxidicoccus,0.582357844019589,-0.8743178071480536,7.481075888330234e-4,-0.0021297683800056933,0.14542657452118038,0.22198405155857148,0.005121546305250856,0.007408410342313304,4.004480239853086,-3.9386514527029477,0.1460706482466101,-0.28747980762370473,6.215398595568724e-5,8.19408636770149e-5,0.8838656171618078,0.7737449608939984,1.9706186244865178e-4,1.9948698359463743e-4,0.9995885239751118,0.947292265026306,TRUE,TRUE,FALSE,FALSE
Vulgatibacter,0.34277223912440385,-0.23946757079747347,-0.005652737640723475,0.004735274022831279,0.11532673325591063,0.17860585148447247,0.0039594040705069125,0.005739521789950294,2.9721837205237613,-1.3407599404339345,-1.4276738468877133,0.8250293658824646,0.0029568968763625434,0.17999840638685605,0.15338575721291736,0.40935491891276804,0.006107933446627679,0.23078165583769317,0.43565815763946664,0.8545660007368031,TRUE,FALSE,FALSE,FALSE
Geobacter,0.836532765575059,-2.0739776368834533,0.026592781587221774,-0.025126878274773747,0.19386159683214374,0.29156699676668363,0.007000469098886721,0.010105659811685503,4.315103038686801,-7.113211234065294,3.7987142306578856,-2.486416398632252,1.5952847629839594e-5,1.133735537826436e-12,1.454486775071225e-4,0.012903688382978232,5.624754035003788e-5,6.720258477840758e-12,0.003499324064730182,0.17024543705284184,TRUE,TRUE,TRUE,FALSE
Kofleria,0.26527502292087035,-0.21359441402286158,0.003182521189365224,-0.007406114238887795,0.18812928441172153,0.28332978900539607,0.0067782419213494195,0.009786625986834352,1.4100676763342974,-0.7538720682095085,0.4695201537940452,-0.7567586877082064,0.15851970059469542,0.45092604413273335,0.6386978826472522,0.4491944474307512,0.21327157086588958,0.5137291143462059,0.9198149084603033,0.8726768243057421,FALSE,FALSE,FALSE,FALSE
Haliangium,0.3492397966900216,-0.3744321434902984,0.004165683322442472,-0.009957713254176737,0.18256372719888087,0.2753333347513621,0.006562419267041381,0.009476794170566006,1.9129747296929773,-1.3599230323071008,0.6347786011424016,-1.0507470221421944,0.05575128761185975,0.17385428156310476,0.5255728215061748,0.293374793348237,0.09102847817790849,0.2257346068549519,0.8717342775693976,0.7379321510371607,FALSE,FALSE,FALSE,FALSE
Racemicystis,0.283579933462708,-0.5868015071134028,0.008224830326154436,-0.0029071736973097437,0.1562882516085418,0.23758987085413105,0.0055429382863924235,0.008013319176574248,1.81446737386887,-2.46980860338811,1.483839418949674,-0.36279269966038985,0.06960580131654717,0.01351853596455089,0.13785152674057252,0.7167597457130768,0.10662461699800671,0.023231433653366863,0.4027233888349583,0.9458327792878952,FALSE,TRUE,FALSE,FALSE
Jahnella,-0.8054289957708121,1.8007431361389294,0.0130007842733574,-0.018924528852852174,0.2152303315278136,0.32228518164615344,0.007828291672174135,0.01129417040463715,-3.742172351143402,5.5874214474931065,1.6607434696856052,-1.675601498369651,1.8243631773831362e-4,2.3046594801217247e-8,0.09676497897189175,0.09381627512763957,5.18169819131738e-4,9.151511916211508e-8,0.3284888723102883,0.5101070570784694,TRUE,TRUE,FALSE,FALSE
Sandaracinus,0.8341198925274114,-1.0858873817744115,0.0024331985345697263,-0.01914334036688373,0.17082937771293352,0.25847662555963224,0.006107212233997717,0.008823327694634694,4.882766089150602,-4.201104759176339,0.3984139475331415,-2.169628175379279,1.046079354544004e-6,2.656156394775112e-5,0.6903250784593271,0.03003502515471885,4.600499526973093e-6,6.832502927440383e-5,0.948461394436235,0.29961768995804905,TRUE,TRUE,FALSE,FALSE
Vicinamibacter,0.4606112027326702,-0.5743109630430855,-0.0033808657274412347,0.0041460478206369064,0.15290595871676257,0.23273101841444754,0.005411693202140444,0.007824918952516507,3.012382294308684,-2.467702702268729,-0.6247334431493692,0.5298518547982571,0.0025920593686685166,0.013598320611500417,0.5321460197776138,0.5962146491409206,0.0054930170040695505,0.02327076623474339,0.871791287447726,0.9394536664698028,TRUE,TRUE,FALSE,FALSE
Luteitalea,-0.07628856298921678,-0.28472453225799166,0.016330821188776424,-5.457415279447227e-5,0.20744301779641947,0.3110884552675601,0.0075267206819351565,0.010861189755654732,-0.3677567160350747,-0.9152526473960808,2.169712664902252,-0.005024693797109932,0.7130546461998877,0.36005901178707067,0.030028620011339505,0.9959908912665585,0.7818749337687777,0.4305968883652395,0.14449065393691596,0.9996178505132127,FALSE,FALSE,FALSE,FALSE
Candidatus_Brocadia,1.21251275072163,-1.7196590868893384,-0.013333080309569987,0.00660311579471574,0.16468219970960216,0.2496469730927768,0.005868678849373638,0.008480913721730361,7.362743228228399,-6.8883634581471895,-2.2719049128055495,0.7785854226764267,1.8016873167057066e-13,5.643786715403528e-12,0.023092254119000778,0.43622396885730746,1.7545002679348426e-12,3.1193361710811396e-11,0.12108630685476049,0.8704500075891115,TRUE,TRUE,FALSE,FALSE
Chryseolinea,0.6655522249757317,-1.1504482201811834,0.0013526590426507332,0.0012489248687093423,0.14239463115128234,0.2176260359997405,0.005003983603896023,0.007239642356166731,4.673998026432881,-5.286353789868024,0.2703164418040008,0.17251195670536232,2.9539217015080716e-6,1.2477846085622864e-7,0.7869168173146972,0.8630350621869318,1.1397679018083032e-5,4.6431864406425065e-7,0.9872668045451263,0.9614983139891066,TRUE,TRUE,FALSE,FALSE
Ohtaekwangia,0.8476218461838809,-1.7337896967233937,0.008381833466321067,-0.003939555386876193,0.18555026573326866,0.2796241883796487,0.006678239177436553,0.009643062621002051,4.568152154534504,-6.200428177441535,1.2550963275829303,-0.4085377790968672,4.920428057376209e-6,5.630975290068193e-10,0.20944379346775102,0.6828789003809083,1.846289060061348e-5,2.5877178580201025e-9,0.522332387367745,0.9458327792878952,TRUE,TRUE,FALSE,FALSE
Chryseotalea,0.41668889390168146,-0.7938538318632707,0.008800602495193398,-0.007058628341972669,0.17968438570857337,0.2711967593176775,0.006450741629202988,0.00931647418553578,2.3190044714152354,-2.9272246241458855,1.3642776290019762,-0.7576501798214058,0.020394793880629494,0.003420017755399557,0.17248020396756233,0.4486604313530452,0.03723870846954225,0.006586662946022525,0.462087418565588,0.8726768243057421,TRUE,TRUE,FALSE,FALSE
Algoriphagus,-0.17273617585566275,0.20441538774331827,0.01662769983979327,-0.013467068213070298,0.14509214562061604,0.2215034063804678,0.005108576914197577,0.007389792250320801,-1.190527406682163,0.9228543753959336,3.25485944893619,-1.8223879314720484,0.2338391646434689,0.35608309967168134,0.0011344849559933707,0.06839614447095599,0.3036197407592977,0.4270908732132483,0.01450013584379027,0.4370941107597031,FALSE,FALSE,TRUE,FALSE
Hymenobacter,-0.01130888408010942,0.3103556377165252,5.6320726202722635e-6,0.0011313417863213862,0.163702496872732,0.2482397650981949,0.005830660259031662,0.008426338556483153,-0.06908192786394296,1.2502253117817745,9.659407974505482e-4,0.1342625600357514,0.9449244061333382,0.21121725294189886,0.9992292908709152,0.8931949578977224,0.9566961981974847,0.2666291865840637,0.9996192040310683,0.9652914022530583,FALSE,FALSE,FALSE,FALSE
Rhodocytophaga,-0.45444301389258723,0.8969397275616492,0.008392177684966279,-0.001566133570704241,0.16984563633543756,0.2570635817786925,0.006069041733127981,0.008768533698504966,-2.675623723385407,3.4891746289205203,1.382784639485574,-0.1786083767883867,0.0074590336324943125,4.845145100009779e-4,0.16673091024346628,0.8582452165361639,0.014954631155343989,0.0010627800956907229,0.4516088893349517,0.9614983139891066,TRUE,TRUE,FALSE,FALSE
Adhaeribacter,1.5435344927780847,-3.1994811554822484,-0.0017013469129645638,0.01801244610293408,0.1621427198658234,0.24599935152595342,0.005770130420859381,0.008339448964789244,9.519604050403206,-13.006055242160656,-0.2948541521373743,2.159908427881277,1.738401467067954e-21,1.1302783559870785e-38,0.7681052969052763,0.03077975920662127,2.8440248001231727e-20,2.3114192379935756e-37,0.9792828560834735,0.2997362265597166,TRUE,TRUE,FALSE,FALSE
