Genus,lfc_(Intercept),lfc_CompartmentRoot,lfc_Mean_ISC,lfc_CompartmentRoot:Mean_ISC,se_(Intercept),se_CompartmentRoot,se_Mean_ISC,se_CompartmentRoot:Mean_ISC,W_(Intercept),W_CompartmentRoot,W_Mean_ISC,W_CompartmentRoot:Mean_ISC,p_(Intercept),p_CompartmentRoot,p_Mean_ISC,p_CompartmentRoot:Mean_ISC,q_(Intercept),q_CompartmentRoot,q_Mean_ISC,q_CompartmentRoot:Mean_ISC,diff_(Intercept),diff_CompartmentRoot,diff_Mean_ISC,diff_CompartmentRoot:Mean_ISC
Hydrogenophaga,-0.7879173347153298,1.9949390474591926,-0.0023740638164281903,0.0061595704699568396,0.17277835926767404,0.2822992999879426,0.0037636376915597823,0.005430368140975653,-4.560277907805929,7.066751662311593,-0.6307896803542468,1.1342823009509948,5.108596689807598e-6,1.586024111084849e-12,0.5281780518124312,0.256676150901844,1.5949740810162657e-5,9.0094980754681e-12,0.8900353885179895,0.7304416863972165,TRUE,TRUE,FALSE,FALSE
Rhodoferax,-0.2032686836310402,0.6739325703280766,-0.0013795215038288067,0.00725870052068684,0.19661965449811433,0.31609349900977846,0.0043036700236671966,0.006207498721232652,-1.0338167064218375,2.132067165061273,-0.3205453708677469,1.1693438608144322,0.30122185995116857,0.033001325451738235,0.7485549422329929,0.24226511838176015,0.38937045828340416,0.050934121168909205,0.9710243414783,0.7180176334647819,FALSE,FALSE,FALSE,FALSE
Uliginosibacterium,-0.022735897693010772,0.3014295162498632,0.0023828605096335646,-4.405982635154439e-4,0.11239297268246773,0.19670097459959388,0.0023953187428400156,0.003461358969986064,-0.20228931711988932,1.5324251283627628,0.9947989246760204,-0.1272905432045431,0.8396905510436269,0.1254175604921622,0.3198340693569352,0.898710444852122,0.8923957489149144,0.17041788120031343,0.7088843148234137,0.9640020572322217,FALSE,FALSE,FALSE,FALSE
Dechloromonas,0.24903438656356575,-0.24726725963697316,0.0033871774747306644,-0.0028160554809505325,0.13603489026804802,0.23030835458496426,0.002930713721421871,0.0042318211199525654,1.8306655452351928,-1.0736356485311631,1.1557517371868495,-0.6654476645227617,0.06715047876809811,0.2829860136034976,0.24778271925083806,0.505764207053083,0.10522814488947174,0.34344593342382945,0.5857984518704784,0.8452855625736229,FALSE,FALSE,FALSE,FALSE
Noviherbaspirillum,1.0730799218384868,-0.7934880498288732,-0.011385683390840895,-0.003896186792722802,0.19886222089350453,0.31927608077597663,0.004354445790675955,0.006280569426253869,5.396097443833471,-2.485272457305163,-2.61472617599712,-0.6203556601788471,6.810596814647995e-8,0.012945231529104281,0.008929901466929062,0.5350236575049884,2.579198238139843e-7,0.022153136800852097,0.07023710961488434,0.8452855625736229,TRUE,TRUE,FALSE,FALSE
Duganella,-1.5891851115058535,3.2673934492264007,3.6210952752472247e-4,0.010878553085635586,0.17763919822323096,0.28918357160536157,0.00387377425588407,0.005588856193228162,-8.9461398576501,11.298682809289371,0.09347718881003356,1.9464721777627378,3.681305673768616e-19,1.332008653446999e-29,0.9255244710276231,0.051598046838338886,4.428394178151071e-18,1.815971797532742e-28,0.9890336442413279,0.43032150911895917,TRUE,TRUE,FALSE,FALSE
Azoarcus,0.3287553942467166,-0.6612929818839858,0.00837876258263736,-0.006254928607956231,0.16510381641445673,0.27143530467481175,0.0035897155277087056,0.005180095124919145,1.9912040883503788,-2.4362821287239553,2.334102108638529,-1.2074930010197182,0.04645845458757581,0.014839105673526079,0.019590375918994412,0.22724233885678097,0.07724190213950613,0.025079314960628787,0.12140096592225326,0.6935978850180852,FALSE,TRUE,FALSE,FALSE
Caballeronia,0.038894169599535386,0.307834429028925,0.002573910444514673,-0.00445964291898297,0.12900344527812674,0.22034645732406277,0.0027713350029748654,0.004002480541894112,0.30149713843441134,1.3970473261396437,0.9287619294497891,-1.114219762545682,0.7630354317517691,0.16239933996043143,0.3530124782699055,0.2651849192114332,0.8212670831222988,0.21288887834556555,0.7442376474865534,0.7371241826042583,FALSE,FALSE,FALSE,FALSE
Basilea,0.450224930543153,-0.6693781869656309,0.0036252473101995243,-0.003107048045114833,0.12828731239713367,0.21933090699343985,0.002755106392857363,0.003979127779967605,3.5095047369096837,-3.051909993631914,1.3158284266618556,-0.7808364588734389,4.489420619560504e-4,0.0022739027357843366,0.188231635859843,0.43489868769988643,0.0011128321414546948,0.004266175316219237,0.49775126720455515,0.8452855625736229,TRUE,TRUE,FALSE,FALSE
Nitrosomonas,-0.09854111341037881,0.16384984196626648,0.010832289631079576,-0.009758195085263526,0.11917050192173494,0.20637741333781437,0.0025486127791632747,0.0036819758675845195,-0.826891821560805,0.7939330148404589,4.250268899081595,-2.650260467802897,0.4082983793288967,0.427234428489743,2.135140321361758e-5,0.00804297371489923,0.4882866583202302,0.48137432851874623,6.237659938835422e-4,0.15221781567398382,FALSE,FALSE,TRUE,FALSE
Janthinobacterium,-0.013417630518013078,0.2990395649582198,0.0014761560555067472,9.590991677048576e-4,0.14001841593304415,0.23594676533418746,0.003021024496216147,0.004361773658526362,-0.0958276125936841,1.267402689478153,0.4886276352130353,0.2198874225924167,0.92365748659543,0.20501133863176246,0.6251053443987507,0.8259588319204787,0.9459889444587899,0.26121382398875653,0.942100412315744,0.9332694759668534,FALSE,FALSE,FALSE,FALSE
Lautropia,-2.858807715767215e-4,0.5005742219463836,7.516234671328811e-4,-0.0037698029218685633,0.1936752484879592,0.3119159078150963,0.004236997953013851,0.006111552406489572,-0.0014760831536740984,1.6048371032205382,0.17739528682052774,-0.6168322990842041,0.9988222564689044,0.10852965825874904,0.8591979091805009,0.5373453454013251,0.9989709535634979,0.14895513499271262,0.9890336442413279,0.8452855625736229,FALSE,FALSE,FALSE,FALSE
Methylobacter,0.4652668900955624,-0.9580477089393746,0.011323170930964547,-0.011870599079099424,0.20581266787633323,0.3291442034595845,0.004511794371051991,0.006507009814372653,2.2606329090254422,-2.9107233208711603,2.5096824012226393,-1.8242786499076273,0.023781998139483423,0.003605931733760145,0.012083978982714624,0.06810995645032866,0.04210752051536243,0.0066135698614704,0.08550495794251863,0.4493060030352326,TRUE,TRUE,FALSE,FALSE
Coxiella,0.37307256983437703,-0.20580705194191926,-0.003936202317108122,0.004104552186244135,0.10277485234373726,0.18283803906219132,0.002178431330353405,0.0031491544714201264,3.6299985971919595,-1.1256249137080012,-1.8068975883070664,1.303382296262262,2.8342276007511404e-4,0.2603243181124783,0.07077824865167438,0.19244427752391566,7.478703798111073e-4,0.32070074128916753,0.27076138306086384,0.6765057204852537,TRUE,FALSE,FALSE,FALSE
Acinetobacter,0.504537609266862,-0.2882145467366134,-0.011927161609820927,0.015342369912455413,0.18370145562303944,0.2977733931816883,0.0040111088818128825,0.005786485052466217,2.7465084996505817,-0.967898923597776,-2.9735322478781137,2.651414420558548,0.0060233325248254055,0.33309485197387656,0.0029439347030396938,0.00801554232675105,0.012195757438879162,0.3922162237522231,0.030101732338580867,0.15221781567398382,TRUE,FALSE,TRUE,FALSE
Pseudomonas,0.3384537627958189,-0.03873816836491381,-0.004175253016181805,0.001993926289789428,0.1929083282161609,0.310827973457603,0.004219631075870806,0.006086560216203684,1.7544797880191516,-0.12462896416302668,-0.9894829526821033,0.3275949335851773,0.07934833024568358,0.9008172970798545,0.32242690645380945,0.7432179531524189,0.12292979950941131,0.9165031704120908,0.7089924986000433,0.9064359121094399,FALSE,FALSE,FALSE,FALSE
Povalibacter,1.7796777731600477,-3.046895200189042,0.0010823374414112904,-0.007790123322747567,0.14984512563618374,0.24984848804655202,0.0032438195267350976,0.0046823633802621535,11.87678121396497,-12.194971536595176,0.33366142366762996,-1.6637160959326096,1.5626958823960065e-32,3.3061951039114285e-34,0.7386350623297337,0.09616917811984577,3.994641349374792e-31,5.634307489582393e-33,0.9710243414783,0.5244425846802255,TRUE,TRUE,FALSE,FALSE
Steroidobacter,1.049643997620144,-1.3468999494059015,-0.0027045137059096844,-0.00532258296117989,0.1488427114297294,0.24843059535756623,0.003221092739730822,0.004649660728728543,7.052034913484458,-5.421634752625006,-0.8396261531220903,-1.1447250179553121,1.763199447801467e-12,5.905645374743711e-8,0.4011180307485736,0.2523230845440607,1.0763411554489552e-11,2.1760441065497098e-7,0.7849630362496011,0.7304416863972165,TRUE,TRUE,FALSE,FALSE
Cellvibrio,0.5292238425718907,-0.6179249176269789,-0.00918848818843468,0.017310265659031356,0.17782711736075313,0.28944977239001524,0.0038780317796624957,0.005594982863789206,2.9760581537081796,-2.1348260616158448,-2.3693689764539143,3.0938907375505287,0.002919794888989174,0.032775220647477156,0.017818467238999856,0.0019755022581338035,0.0062523356523380745,0.05077676229097787,0.11567862064684033,0.08079804235767256,TRUE,FALSE,FALSE,FALSE
Paracoccus,0.4280028497183987,0.5122619541529814,-0.013035604423938689,1.478857081699542e-4,0.18349371955976002,0.2974789681426654,0.004006403258630473,0.0057797134675971005,2.3325204303736795,1.7220106596151363,-3.253692547263629,0.025587031087102884,0.01967332941201122,0.0850675875295333,0.0011391549623260447,0.97958673037799,0.03608247412337484,0.12038976920269592,0.015142567288458482,0.9892616610483901,TRUE,FALSE,TRUE,FALSE
Amaricoccus,0.8736295651724109,-1.3774757332690208,-0.0015076517706756859,0.0029209023141493332,0.17188316694392114,0.28103175895492616,0.00374335268413526,0.0054011779178027,5.082694138731122,-4.901494900047756,-0.40275440170659843,0.5407898718762464,3.7211865501170056e-7,9.511011927261085e-7,0.6871289087125247,0.5886524245587872,1.31203905086022e-6,3.112003102599827e-6,0.9567915144166168,0.860755890009464,TRUE,TRUE,FALSE,FALSE
Albimonas,0.6807491086803853,-0.6379231516805229,-0.004891544803761863,5.621620015108394e-4,0.1708902843439249,0.27962599688596795,0.003720853377467406,0.00536880137391479,3.9835448299117173,-2.2813442197245677,-1.3146298194344026,0.10470903323825621,6.789485660430707e-5,0.022528085991338848,0.1886343433171297,0.9166066938817051,1.9284025243862215e-4,0.03641892162236201,0.49775126720455515,0.9712231549161072,TRUE,TRUE,FALSE,FALSE
Rhodobacter,-1.065083064441546,2.985655596141026,-8.919727087527638e-4,-0.008267020843460666,0.17018833421393106,0.27863221237471364,0.003704946367910234,0.005345911199693021,-6.258261292473253,10.715399955715887,-0.24075185446095373,-1.5464194100222586,3.8929318782071735e-10,8.618393951740218e-27,0.809747446681047,0.12200330944337896,1.851405974635737e-9,1.0071208932176426e-25,0.9890336442413279,0.5508942164650688,TRUE,TRUE,FALSE,FALSE
Cypionkella,-0.33229525605891447,0.8572719536027683,0.0023071397275970665,0.0019565750628488857,0.15296523007541604,0.25426180428754436,0.0033145568990095913,0.004784150955226682,-2.1723580966412026,3.3716112257005797,0.6960627914658678,0.40897017697807564,0.029828663084571407,7.472985668865969e-4,0.486389507205183,0.682561547317351,0.05191456681527534,0.00150564095495871,0.8900353885179895,0.8919094979322574,FALSE,TRUE,FALSE,FALSE
Hyphomicrobium,1.3834098349107278,-2.3678752877241167,-0.0018133925227813278,0.0018941146562923773,0.11862670963682279,0.2056028618801485,0.00253630458635017,0.0036642630895831712,11.661874793173098,-11.516742841373558,-0.7149742710479668,0.5169155734687824,1.995984185045837e-31,1.0864052898106648e-30,0.47462494173957165,0.6052150957410696,4.296618587809196e-30,1.5869277269020068e-29,0.8900353885179895,0.8637216337741014,TRUE,TRUE,FALSE,FALSE
Anderseniella,0.4307439486788878,-1.0103167207377246,0.0042943461846006925,0.005879595279772028,0.14193976076438228,0.2386654531806276,0.0030645855816988058,0.00442445563851904,3.0346954677055984,-4.233192141022158,1.401281207562227,1.3288855760208402,0.002407786733536785,2.3039750039753234e-5,0.16112999853142013,0.18388572325120517,0.00521050144982299,6.208345334475168e-5,0.45765395416215854,0.6765057204852537,TRUE,TRUE,FALSE,FALSE
Aureimonas,0.02625056324716764,0.5508469347152934,-0.001971968771052592,-0.0010451468034671316,0.13004675365504414,0.22182560226411407,0.0027949793758210214,0.0040365043505413735,0.201854813821794,2.483243273512829,-0.7055396501712393,-0.2589237401235446,0.8400302281961908,0.013019214125531878,0.4804744659700631,0.795694080672736,0.8923957489149144,0.02218691073892724,0.8900353885179895,0.919318867217935,FALSE,TRUE,FALSE,FALSE
Oceanicella,0.6797646787098556,0.043306442068057414,-0.015107604664920261,0.00302698858033376,0.16439315231912327,0.27042958547165596,0.0035736083721444865,0.005156917220394861,4.134993879734618,0.160139438858092,-4.227549046135221,0.5869763758011198,3.549640952588344e-5,0.8727712343336193,2.362506880582148e-5,0.5572195730994618,1.0296476238359098e-4,0.899152228822293,6.441768761053989e-4,0.8543394338513872,TRUE,FALSE,TRUE,FALSE
Aminobacter,0.011658773925921446,0.3331417730115739,3.6122797969547363e-5,0.0015762799600861363,0.10165534246652132,0.18120897430610403,0.0021532671655254015,0.0031129230484761667,0.11468923957204798,1.838439703592274,0.01677580866317317,0.5063665036171564,0.9086914432226828,0.06599763913974521,0.9866154690720337,0.612599384766277,0.9338060308494404,0.09571998017076522,0.9890336442413279,0.8691289890297352,FALSE,FALSE,FALSE,FALSE
Phyllobacterium,-0.35724082450376266,0.5134424701499027,0.0057060916284144055,0.005737250074957049,0.15354874185790288,0.2550871829437376,0.003327785608255426,0.004803186454702296,-2.3265630195417724,2.01281171489964,1.7146812625966594,1.1944674913338644,0.01998853469256927,0.044134441020319326,0.08640368074870475,0.2322951498301227,0.03649692271991443,0.06660880582033434,0.30464746057086417,0.703768268744594,TRUE,FALSE,FALSE,FALSE
Phenylobacterium,-0.6500278532844088,1.9419746138911662,-0.0031629708454670247,0.0014873587222570147,0.14997292391440523,0.25002925518089336,0.0032467169585587794,0.0046865326344647,-4.334301394666429,7.766989556826737,-0.9742059088732731,0.3173686898751111,1.4622372928944448e-5,8.037346741269105e-15,0.32995431138144105,0.7509638619933164,4.397463623484029e-5,5.217896535204863e-14,0.7178261348670713,0.9064359121094399,TRUE,TRUE,FALSE,FALSE
Pararhizobium,-0.47623506076587513,1.9156375524040135,-0.00849544244147024,0.0033847892935584,0.13896913935477487,0.23446184278734142,0.0029972355649641757,0.00432754267471477,-3.4269123560598067,8.170359533263204,-2.834426009345642,0.7821504137521861,6.10486075560463e-4,3.0747175360019923e-16,0.004590808753699228,0.43412618192567226,0.0014862428863346984,2.328813837453361e-15,0.042673654096886005,0.8452855625736229,TRUE,TRUE,TRUE,FALSE
Rhizobium,-1.293637345300213,3.209349292236855,-0.004215044013603599,0.005267669172778045,0.13182347820471518,0.22434362066390792,0.0028352486591592604,0.00409445075710867,-9.81340625295336,14.305507251506931,-1.486657616427016,1.286538655674993,9.858342006186732e-23,2.021583935170257e-46,0.1371052621369026,0.19825513708103598,1.4933562520482865e-21,9.186975883162612e-45,0.42481857737873613,0.6765057204852537,TRUE,TRUE,FALSE,FALSE
Aurantimonas,0.04324555777903129,0.68048574461989,-0.0023173534416064496,-0.0048132177650613145,0.11931974359258682,0.20658993927924257,0.0025519909308137517,0.003686837360228425,0.3624342164754541,3.2938958547255006,-0.9080570834425014,-1.3055139933710291,0.7170275740222265,9.880910106463572e-4,0.3638480632145227,0.19171788538513232,0.7853089347062154,0.0019523150886684062,0.7498447346147433,0.6765057204852537,FALSE,TRUE,FALSE,FALSE
Allorhizobium,-0.17054997025680355,0.8677765087042096,3.1553429669502274e-4,-0.0033141824688344207,0.14107702422617244,0.2374447422227418,0.0030450253489382917,0.004396309558793713,-1.208913862425823,3.654646131899468,0.10362288011987815,-0.753855574661532,0.22669593983907066,2.575369440774544e-4,0.9174686296981448,0.45093594896345124,0.3100957839270231,5.632759899875874e-4,0.9890336442413279,0.8452855625736229,FALSE,TRUE,FALSE,FALSE
Pseudochrobactrum,-0.25167699125074416,1.2614508042265842,-4.6246817422382e-4,-0.0078729082849432145,0.13647640132369093,0.2309334272227641,0.002940722825694063,0.0042462237397648634,-1.8441062983029841,5.462400222423224,-0.15726343543263696,-1.8540964318990831,0.0651676502212005,4.6973956493526414e-8,0.8750372359348177,0.06372536510273102,0.10278523798734615,1.812485679797387e-7,0.9890336442413279,0.4417571919833388,FALSE,TRUE,FALSE,FALSE
Neorhizobium,0.07301755053642996,0.8140310866670533,-0.004524396616704192,-0.00559077352382388,0.2163150529280612,0.3440673799431368,0.004749492599578502,0.006849087531620139,0.3375518695904766,2.3659060234120024,-0.9526063093783351,-0.8162800516146117,0.7357009177340468,0.017986009272742624,0.34078957925361203,0.4143399810006596,0.7960361781831353,0.0300256236430683,0.7372115226180057,0.8452855625736229,FALSE,TRUE,FALSE,FALSE
Agrobacterium,-1.1181849064766851,3.055749455714391,-0.0012995127863612596,-0.006361430914088859,0.2168002065064954,0.34475709535789006,0.004760471254477066,0.00686488737149632,-5.15767454512634,8.8634853259285,-0.2729798620544365,-0.9266620950697806,2.500357310234969e-7,7.7551108430251885e-19,0.7848686956343336,0.3541020037998722,8.970580174439494e-7,6.219294774112357e-18,0.9846972285719093,0.80993432222672,TRUE,TRUE,FALSE,FALSE
Shinella,-0.7535821522090923,2.141367598727126,7.15405132868687e-4,-0.0060711208787998785,0.176173820269529,0.2871079054984242,0.003840573574342536,0.005541079769061355,-4.277492257681557,7.458406953335804,0.186275596345308,-1.095656646687891,1.890105298114538e-5,8.757482995844026e-14,0.8522286438196243,0.2732290617707274,5.5615328556032094e-5,5.267368448970892e-13,0.9890336442413279,0.7400707699617716,TRUE,TRUE,FALSE,FALSE
Bosea,-0.5056733696577597,1.6510310733057951,-5.559770338628399e-4,-0.004034723618143909,0.12926567903375458,0.2207182784308412,0.0027772778144967993,0.004011032151247862,-3.91189195335999,7.480264367063379,-0.2001877633417723,-1.0059065761636132,9.157588294864726e-5,7.417324826528134e-14,0.841333736913877,0.3144605125744184,2.5479276276188257e-4,4.596493718257586e-13,0.9890336442413279,0.793915738536649,TRUE,TRUE,FALSE,FALSE
Methylobacterium,-1.1504362268658792,3.043853841470093,-0.0011420018244283903,-0.004553396727898487,0.17323272908784768,0.282942695800189,0.003773933474130963,0.005445183843463258,-6.640986567165862,10.757845622633175,-0.30260253188256403,-0.8362246085345073,3.115904382340726e-11,5.44276971032214e-27,0.7621927847229817,0.40302855685162986,1.6992065231698094e-10,6.745735792490168e-26,0.9741776529740609,0.8452855625736229,TRUE,TRUE,FALSE,FALSE
Chelatococcus,0.22910149146052358,0.046879811933711525,-0.0014260563734144202,1.6485280766765265e-4,0.10558354305696817,0.18690835160910216,0.0022416532025562068,0.0032401724304300266,2.1698598553082333,0.2508171065130112,-0.6361627979690421,0.05087778851503093,0.030017464323691085,0.8019555151678402,0.5246703181250396,0.959422904779808,0.05202179198470192,0.8431871611918937,0.8900353885179895,0.9859396182284961,FALSE,FALSE,FALSE,FALSE
Microvirga,1.033800630553881,-1.5133732395403496,-0.0020005315542684044,-0.0013524548609181936,0.12270711239341815,0.2114087991415561,0.002628687815405494,0.0037972095428265027,8.424944653895487,-7.158515850265144,-0.761038090009866,-0.35617072106889214,3.6092081057275167e-17,8.155516018789654e-13,0.4466343167812387,0.7217127172774613,3.6004051591281815e-16,4.7651515024070974e-12,0.8576217632090453,0.9064359121094399,TRUE,TRUE,FALSE,FALSE
Methylorubrum,-0.05793078315550874,0.6417541338690238,-1.3853952495189169e-4,-0.002553023102558553,0.11647378856970701,0.20253352730234442,0.0024875885604896874,0.0035941543297156107,-0.49737184534731976,3.16863159604684,-0.05569229861895645,-0.7103265103144756,0.6189268559977029,0.0015315839591307026,0.9555869347938176,0.47750168388874303,0.6997341214850873,0.0029271861648806417,0.9890336442413279,0.8452855625736229,FALSE,TRUE,FALSE,FALSE
Pedomicrobium,1.3810477375423378,-2.6854514171721178,0.0048737979667717425,-0.0030385731886775056,0.14616073045232886,0.24463687994011693,0.003160285813760653,0.004562162880465704,9.448828924625374,-10.9772958918928,1.5422016406079604,-0.6660378571067873,3.426425753769809e-21,4.91413820484252e-28,0.12302460154107386,0.5053869032054499,5.0050290474709e-20,6.483492018647066e-27,0.4003636220784533,0.8452855625736229,TRUE,TRUE,FALSE,FALSE
Blastochloris,1.212626911558899,-1.8909198661394748,-0.005690506086066604,0.006443436352457985,0.15200131268861786,0.25289835570199476,0.003292703800880405,0.0047527053906928395,7.9777397320444505,-7.476995494457301,-1.7282168182103332,1.3557407461182176,1.4903724293797088e-15,7.6041020786344265e-14,0.083949359592418,0.17518167019133107,1.2440047420740833e-14,4.641907089793254e-13,0.3045844753526992,0.6765057204852537,TRUE,TRUE,FALSE,FALSE
Devosia,-0.9718658890705276,2.4263404066917027,-0.001042344734173783,0.0020169148600479195,0.11640132604241557,0.20243013644694263,0.002485949283756329,0.0035917951560580294,-8.349268192326166,11.98606318841094,-0.41929444859742876,0.5615339328709017,6.868721086138086e-17,4.2041549971330336e-33,0.6750009532113066,0.5744336046678031,6.688826010072564e-16,6.877997575309642e-32,0.9567915144166168,0.8543394338513872,TRUE,TRUE,FALSE,FALSE
Mesorhizobium,0.49126650254585297,-0.7768360983965226,4.431620935313982e-4,0.004030194955345704,0.11167213801509081,0.19566833600467534,0.0023790318415673373,0.0034379175905306387,4.399185967760962,-3.9701676533803645,0.18627833633342092,1.1722779412881879,1.086576857291684e-5,7.182207589917044e-5,0.8522264952277716,0.2410854848726966,3.341428079942096e-5,1.7695921110096814e-4,0.9890336442413279,0.7180176334647819,TRUE,TRUE,FALSE,FALSE
Pseudorhodoplanes,1.416963414191997,-2.397553181594662,0.0013146771874317023,-0.0055860058596350695,0.11759699339912,0.20413541985326608,0.002513001551823658,0.0036307272330245994,12.049316680936506,-11.744915131916054,0.5231501693572992,-1.5385363595550563,1.9556440363623504e-33,7.49977520044882e-32,0.6008697551796278,0.12391752546402522,5.713274363372867e-32,1.1797723296090643e-30,0.935435904605907,0.5508942164650688,TRUE,TRUE,FALSE,FALSE
Bauldia,1.1120640713870955,-1.90824538900244,5.685141620655167e-4,-2.6877627543695084e-4,0.1385456361881483,0.2338624595071124,0.002987634129969309,0.004313726720033898,8.026698653120231,-8.159690926984393,0.19028908404904213,-0.0623072097239481,1.0013063640775532e-15,3.3588295206296673e-16,0.8490826070414559,0.9503181871051842,8.610505423401875e-15,2.497747770795516e-15,0.9890336442413279,0.9843622071156523,TRUE,TRUE,FALSE,FALSE
Rhodomicrobium,0.056617336635025675,0.2758847749256471,0.002190179555604158,-0.003798698944311814,0.14111239502020406,0.23749479104329735,0.0030458272835110116,0.004397463497948518,0.40122156970632783,1.16164558268291,0.7190754273759988,-0.8638386529152461,0.6882570014908367,0.24537945835645164,0.472094446691359,0.3876765309939895,0.7608030097560871,0.30504619595072563,0.8900353885179895,0.8434026658326688,FALSE,FALSE,FALSE,FALSE
Caulobacter,-1.565755425368118,3.649364535691666,-3.5126797803762224e-4,6.462191987846371e-4,0.1543430148420698,0.2562106978501976,0.003345792242021619,0.004829097190006943,-10.144647148238384,14.243607180779751,-0.10498798270432252,0.13381780762704176,3.5004110134059125e-24,4.912447425246334e-46,0.9163853444305717,0.8935466453973818,5.726672417932072e-23,2.0091909969257505e-44,0.9890336442413279,0.9640020572322217,TRUE,TRUE,FALSE,FALSE
Brevundimonas,-1.2083087706790234,2.7140924310484347,0.001768128159267746,0.001691288838963007,0.1587791021730898,0.2624860902623925,0.0034463558227724508,0.004973804221236168,-7.609998760175696,10.339947645741189,0.5130428342844066,0.340039286577038,2.740985520141866e-14,4.647913833424356e-25,0.6079213580313536,0.7338269424131132,1.9667773293649528e-13,5.002623047027794e-24,0.9363898395593102,0.9064359121094399,TRUE,TRUE,FALSE,FALSE
Rhodopseudomonas,-0.5989840958604856,1.129164589913425,0.006458447006659343,0.0010108650070565948,0.19457205631713792,0.31318819692015243,0.00425730559757057,0.006140776626924844,-3.0784692683937425,3.605386796237747,1.5170268750133544,0.1646151730425036,0.002080669885626737,3.1168833977939523e-4,0.12925989885250025,0.869246887788637,0.0045752364689319105,6.709501629988034e-4,0.4162779419738,0.961226311790329,TRUE,TRUE,FALSE,FALSE
Bradyrhizobium,0.5321612411437276,-0.7673335610558832,3.557055388475998e-4,0.0016593500607275477,0.11352170221224303,0.19831640641923656,0.002420829418491399,0.0034980751667803662,4.6877489570125155,-3.869238934441747,0.1469353999627395,0.47436089323798497,2.7622656967131034e-6,1.091756120164172e-4,0.8831830100322109,0.6352425751762345,8.966402142505233e-6,2.6112763341938383e-4,0.9890336442413279,0.8807261466002708,TRUE,TRUE,FALSE,FALSE
Labrys,-0.18924694098261613,0.9790130489803741,-0.005601455191336642,0.006828698232274442,0.17563934274750248,0.28635089695311317,0.003828463679261259,0.005523653434248367,-1.077474659277653,3.4189278238603764,-1.463107831394524,1.2362647862616418,0.2812682658030932,6.286840012886074e-4,0.1434378752949445,0.2163601558788042,0.36871384844059335,0.001285658782635202,0.43166161072405607,0.6901704039837115,FALSE,TRUE,FALSE,FALSE
Methylopila,-0.5396426649530416,1.617538078176401,8.420991812816955e-5,-0.002532014953356678,0.14875683603454262,0.24830912587284198,0.003219145757851517,0.004646859125493765,-3.627683132677895,6.5142111571233,0.0261590882993667,-0.5448873927478125,2.859759255565534e-4,7.307264481426897e-11,0.9791304475135563,0.5858309676413729,7.497702150809636e-4,3.5579418725042866e-10,0.9890336442413279,0.860755890009464,TRUE,TRUE,FALSE,FALSE
Hansschlegelia,-0.35406348180345903,1.0544277070911279,1.3862137335486519e-4,0.0022597442402474285,0.13832903386608683,0.23355589142659142,0.0029827234693796324,0.004306660537946674,-2.5595746020045205,4.5146697034724275,0.046474765353858506,0.5247091616198818,0.010480035967069682,6.341552388479658e-6,0.9629318466782697,0.5997853874779445,0.020218559955337265,1.827882326241052e-5,0.9890336442413279,0.860755890009464,TRUE,TRUE,FALSE,FALSE
Alsobacter,0.6429567591066585,-0.2936660343808459,-0.005961852319414753,-0.004483422024527655,0.14871694944470026,0.24825270683363074,0.003218241441636109,0.004645557862687437,4.323358981658907,-1.1829318524919423,-1.8525186588809293,-0.9650987366959655,1.5367137862637532e-5,0.2368361566560526,0.06395138072468697,0.33449535965056454,4.554463323057066e-5,0.2971349327371948,0.2564324972195781,0.80993432222672,TRUE,FALSE,FALSE,FALSE
Phreatobacter,-0.29687224277853486,1.2989014052733403,8.420991812822675e-5,-0.007477541856551627,0.12688603039752583,0.21734308412041206,0.0027233539992553043,0.003933436237202739,-2.339676336697216,5.976272079371641,0.030921399917621353,-1.901020229037519,0.01930045797669927,2.283015861238655e-9,0.9753322234157049,0.057299363017257555,0.03555805095707208,1.0040360077920536e-8,0.9890336442413279,0.43032150911895917,TRUE,TRUE,FALSE,FALSE
Variibacter,-0.5842483483618067,1.1326990481655368,4.583711738922547e-4,0.0123772415865104,0.14952306416426292,0.24939294045098942,0.003236517757993167,0.004671856515763672,-3.907412890629125,4.541824825182388,0.1416247980596504,2.6493197179210006,9.328965813764537e-5,5.576937392978676e-6,0.8873763783473223,0.008065399073640851,2.578072309344389e-4,1.6292624240916275e-5,0.9890336442413279,0.15221781567398382,TRUE,TRUE,FALSE,FALSE
Ancylobacter,0.06366086586649797,0.2657598888059876,-7.469245995013936e-4,0.002096953666678103,0.10050864367489769,0.17953580096041805,0.0021275160939975535,0.003075844115851947,0.6333869758745679,1.4802612480871113,-0.3510782370148559,0.6817490053774357,0.5264809680053353,0.13880354070830989,0.7255296544116809,0.49539767436966803,0.6152306168976632,0.18674555312400903,0.9710243414783,0.8452855625736229,FALSE,FALSE,FALSE,FALSE
Rhodoplanes,1.8504649543765228,-3.503967116943948,0.0022909861667303223,-0.0018110482554197832,0.14119667142891237,0.23761403953787913,0.0030477380183171984,0.004400212938760892,13.105584824697285,-14.7464649974328,0.7517004916306045,-0.41158195765175354,3.0589515297016897e-39,3.2420731055748337e-49,0.4522311946961789,0.6806458581729462,1.5638889695599888e-37,1.8942970002572958e-47,0.8643110216389588,0.8919094979322574,TRUE,TRUE,FALSE,FALSE
